GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Number of establishments,Number of employees,Noise range for number of employees (%),"First-quarter payroll ($1,000)",Noise range for first-quarter payroll (%),"Annual payroll ($1,000)",Noise range for annual payroll (%)
0500000US12001,12001,"Alachua County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12003,12003,"Baker County, Florida",326,Plastics and rubber products manufacturing,2007,1,c,D,D,D,D,D
0500000US12009,12009,"Brevard County, Florida",326,Plastics and rubber products manufacturing,2007,22,479,H,3069,H,13481,G
0500000US12011,12011,"Broward County, Florida",326,Plastics and rubber products manufacturing,2007,51,1355,G,12726,H,53463,H
0500000US12013,12013,"Calhoun County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12015,12015,"Charlotte County, Florida",326,Plastics and rubber products manufacturing,2007,2,a,D,D,D,D,D
0500000US12017,12017,"Citrus County, Florida",326,Plastics and rubber products manufacturing,2007,2,b,D,D,D,D,D
0500000US12019,12019,"Clay County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12021,12021,"Collier County, Florida",326,Plastics and rubber products manufacturing,2007,8,165,H,1269,H,6002,H
0500000US12023,12023,"Columbia County, Florida",326,Plastics and rubber products manufacturing,2007,3,b,D,D,D,D,D
0500000US12031,12031,"Duval County, Florida",326,Plastics and rubber products manufacturing,2007,24,608,H,6363,G,26259,G
0500000US12033,12033,"Escambia County, Florida",326,Plastics and rubber products manufacturing,2007,3,c,D,D,D,D,D
0500000US12035,12035,"Flagler County, Florida",326,Plastics and rubber products manufacturing,2007,3,a,D,D,D,D,D
0500000US12047,12047,"Hamilton County, Florida",326,Plastics and rubber products manufacturing,2007,1,b,D,D,D,D,D
0500000US12053,12053,"Hernando County, Florida",326,Plastics and rubber products manufacturing,2007,3,28,H,232,G,1256,H
0500000US12055,12055,"Highlands County, Florida",326,Plastics and rubber products manufacturing,2007,6,200,H,1714,H,6411,H
0500000US12057,12057,"Hillsborough County, Florida",326,Plastics and rubber products manufacturing,2007,42,1353,H,11441,G,55701,G
0500000US12059,12059,"Holmes County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12061,12061,"Indian River County, Florida",326,Plastics and rubber products manufacturing,2007,5,175,G,1232,H,4999,H
0500000US12069,12069,"Lake County, Florida",326,Plastics and rubber products manufacturing,2007,4,c,D,D,D,D,D
0500000US12071,12071,"Lee County, Florida",326,Plastics and rubber products manufacturing,2007,10,146,G,1246,G,4483,G
0500000US12073,12073,"Leon County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12079,12079,"Madison County, Florida",326,Plastics and rubber products manufacturing,2007,2,b,D,D,D,D,D
0500000US12081,12081,"Manatee County, Florida",326,Plastics and rubber products manufacturing,2007,13,310,H,2993,G,12288,G
0500000US12083,12083,"Marion County, Florida",326,Plastics and rubber products manufacturing,2007,13,840,H,7069,H,28036,H
0500000US12085,12085,"Martin County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12086,12086,"Miami-Dade County, Florida",326,Plastics and rubber products manufacturing,2007,89,2768,G,19683,G,82277,G
0500000US12087,12087,"Monroe County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12089,12089,"Nassau County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
